"Id"	"Parent"	"Type"	"Summary"	"Planned For"	"Status"	"Story Points (numeric)"	"Blocks"
"383892"	"#364632"	"Story"	"Feature 364632: MFR 1 – Dev Team Performs Cybersecurity Assessment"	"PI 17"	"New"	"1"	"#383899"
"383891"	"#364632"	"Story"	"Feature 364632: Perform Iterative Implementation, Integration, development Testing including updating design"	"PI 17"	"New"	"0"	"#383899"
"383890"	"#364632"	"Story"	"Feature 364632: Provide Deployment Notes and Operator Impact Inputs"	"PI 17"	"New"	"1"	"#383899"
"383888"	"#364632"	"Story"	"Feature 364632: Document Initial capability specification and detailed design to start Implementation"	"PI 17"	"New"	"0"	"#383889
#383891"
"383554"	""	"Problem"	"VENDOR: ""break"" missing in case statement."	"Unassigned"	"Assessing"	""	""
"383474"	""	"Problem"	"SCS: During Prepass need to load default XML files to insure correct settings"	"Unassigned"	"Assessing"	""	""
"383337"	"#245572"	"Feature"	"Investigate Distributed File System Replication (DFSR) on TPM Servers"	"Future"	"Draft"	""	""
"383208"	"#1007900"	"Problem"	"Feature 1007900: EAD-13 Deployment: HBSS changes to allow Asset Maintenance Move task"	"EA 15.2"	"Verifying"	""	""
"383207"	""	"Problem"	"EAD-13 Deployment: SSA load balancer script has incorrect credentials"	"Future"	"Assessing"	""	""
"383168"	"#383110"	"Feature"	"OBS - HW: FRCB for Site Power Changes for Nutanix Deployment"	"EA 14.5"	"Done"	""	""
"383165"	"#383110"	"Feature"	"OBS - HW: Create Drawings and FRCB Package for Nutanix Deployment"	"PI 16 - In Progress"	"Implementing"	""	""
"383163"	"#315485"	"Story"	"Feature 315485: User Service Profile Rekey Issues- Review IETM for Style Guide Compliance and Dry Runs"	"PI 22"	"New"	"3"	""
"383157"	"#315485"	"Story"	"Feature 315485: Provide Development inputs to common documents"	"PI 22"	"New"	"1"	"#383143"
"383156"	"#315485"	"Story"	"Feature 315485: Review the Site Functional Test Plan within STCD and get customer stakeholder approval"	"PI 22"	"New"	"1"	"#383143"
"383075"	"#381524"	"Story"	"Feature 381524 PB: Fix Problem 381547 - Part 2"	"EA 14.3"	"Done"	"2"	"#1008110"
"383074"	"#381524"	"Story"	"Feature 381524: Fix Problem 381547 - Part 1"	"EA 14.2"	"Done"	"3"	"#383075"
"383012"	"#382879"	"Story"	"<Feature xxx>: Review the Site Functional Test Plan within STCD and get customer stakeholder approval"	"Unassigned"	"New"	"2"	"#382882"
"383008"	"#382879"	"Story"	"<Feature xxx>: UX Research and Design Support (change back to UX team)"	"Unassigned"	"New"	"3"	""
"383005"	"#382879"	"Story"	"<Feature xxx>:ILS Incorporation of IETM Updates and Integration Support (Change back to Falcons)"	"Unassigned"	"New"	"1"	""
"383003"	"#382879"	"Story"	"<Feature xxx>: Provide Development inputs to common documents"	"Unassigned"	"New"	"0"	"#382882"
"382997"	"#382879"	"Story"	"<Feature xxx>: Create STCD and review with stakeholders"	"Unassigned"	"New"	"3"	"#382751
#382866
#382882
#383012"
"382927"	"#384943"	"Story"	"Investigate Instrumentation Dashboard Status - SA"	"Unassigned"	"New"	"5"	""
"382926"	"#384943"	"Story"	"Investigate Instrumentation Dashboard Status - UX"	"Unassigned"	"New"	"5"	""
"382925"	"#384943"	"Story"	"Investigate Instrumentation Dashboard Status - SE"	"Unassigned"	"New"	"5"	""
"382924"	"#384943"	"Story"	"Investigate Instrumentation Dashboard Status - SE"	"Unassigned"	"New"	"5"	""
"382895"	"#278830"	"Feature"	"TD19-10: PI 13/14 Support of ADI/EMI/PRISM Integration"	"EA 14.5"	"Done"	""	""
"382890"	"#382879"	"Story"	"<Feature xxx>: Initiate CM PDO Processing for all CI's"	"Unassigned"	"New"	"1"	""
"382888"	"#382879"	"Story"	"<Feature xxx>: Develop IETMs and Perform Development Testing"	"Unassigned"	"New"	"3"	"#382882"
"382887"	"#382879"	"Story"	"<Feature xxx>: Provide Deployment Notes and Operator Impact Inputs"	"Unassigned"	"New"	"1"	"#382882"
"382886"	"#382879"	"Story"	"<Feature xxx>: Document Initial capability specification and detailed design to start Implementation"	"Unassigned"	"New"	"0"	"#382997
#382866
#382887"
"382883"	"#382879"	"Story"	"<Feature xxx>: MFR 1 – Dev Team Performs Cybersecurity Assessment"	"Unassigned"	"New"	"1"	"#382882"
"382882"	"#382879"	"Story"	"<Feature xxx>: Prep and Perform Feature Demo – Customer Demo Event"	"Unassigned"	"New"	"1"	"#382890"
"382879"	""	"Feature"	"<Feature xxx> MFR1 Template"	"Unassigned"	"Draft"	""	""
"382866"	"#382879"	"Story"	"<Feature xxx>: Perform Iterative Implementation, Integration, development Testing including updating design"	"Unassigned"	"New"	"0"	"#382882"
"382838"	"#396663"	"Story"	"Feature 396663: JDTA Redlines Associated with PI 14/EAD 16 [Task Analysis]"	"EA 14.5"	"Done"	"1"	""
"382837"	"#396663"	"Story"	"Feature 396663: Release Notes/Feature Demos Sprint 14.5 [Assess Training Needs]"	"EA 14.5"	"Done"	"1"	""
"382836"	"#396663"	"Story"	"Feature 396663: Release Notes/Feature Demos Sprint 14.4 [Assess Training Needs]"	"EA 14.4"	"Done"	"1"	""
"382835"	"#396663"	"Story"	"Feature 396663: Release Notes 14.3 [Assess Training Needs]"	"EA 14.3"	"Done"	"1"	""
"382833"	"#396663"	"Story"	"Feature 396663: Release Notes/Feature Demos Sprint 14.1 [Assess Training Needs]"	"EA 14.1"	"Done"	"1"	""
"382751"	"#382879"	"Story"	"<Feature xxx>: Execute STCD Feature Integration and testing including STCD updates identified"	"Unassigned"	"New"	"0"	"#382882"
"382693"	"#354680"	"Story"	"Feature 354680 (Site): Define file structure (app versus deployment binaries)"	"EA 14.1"	"Done"	"1"	""
"382643"	""	"Problem"	"There are many -127 value cells in the MAMA Request"	"Unassigned"	"Assessing"	""	""
"382275"	"#354174"	"Story"	"Feature 354174 Splunk IETM: Fix Problem 313670"	"EA 14.1"	"Done"	"5"	""
"382253"	""	"Problem"	"OAS setup.exe can't log into raid if the OA is already logged in"	"Unassigned"	"Assessing"	""	""
"382251"	"#354871"	"Problem"	"OAS system log and OAS log doesn't store enough data for delayed recovery"	"EA 15.5"	"Approved"	""	""
"382250"	"#354871"	"Problem"	"The database prunes to only 2 days worth of synchronization data"	"EA 15.5"	"Approved"	""	""
"382248"	"#354871"	"Problem"	"Synchronize sites restore is too early to grab latest OD"	"EA 15.5"	"Approved"	""	""
"382134"	"#381997"	"Feature"	"Complete establishment of MUOS Core System Documentation baseline"	"PI 17"	"Analyzing"	""	""
"381963"	""	"Problem"	"IETM Update: OD Recovery Procedures Should Say to Restart Computer If OA Manager is Blank"	"Unassigned"	"Assessing"	""	""
"381955"	""	"Problem"	"ADS: No OAS alarms for burn duration being off"	"Unassigned"	"Assessing"	""	""
"381688"	""	"Problem"	"Alarm Recovery procedure for PLN_9999 needs updating after recent design change."	"Unassigned"	"Assessing"	""	""
"381685"	""	"Problem"	"IETM update for Managing TSM Clients - Normal Operation Procedure."	"Unassigned"	"Assessing"	""	""
"381674"	"#381659"	"Story"	"Create the Site Functional Test Case"	"Unassigned"	"New"	"2"	"#381661"
"381672"	"#381659"	"Story"	"<Feature 381659> UX IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"3"	""
"381671"	"#381659"	"Story"	"<Feature 381659> ILS IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"1"	""
"381670"	"#381659"	"Story"	"<Feature 381659> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 3 of N"	"Unassigned"	"New"	"5"	"#381661"
"381669"	"#381659"	"Story"	"<Feature 381659> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Unassigned"	"New"	"5"	"#381661"
"381668"	"#381659"	"Story"	"<Feature 381659>: Initiate CM PDO Processing for all CI's"	"Unassigned"	"New"	"1"	""
"381667"	"#381659"	"Story"	"<Feature 381659>:ILS IETM update (Template)"	"Unassigned"	"New"	"3"	"#381661"
"381666"	"#381659"	"Story"	"<Feature 381659> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Unassigned"	"New"	"2"	"#381661"
"381665"	"#381659"	"Story"	"<Feature 381659>: IA Patching and STIGs Part 1 of N"	"Unassigned"	"New"	"5"	"#381662"
"381664"	"#381659"	"Story"	"<Feature 381659>: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Unassigned"	"New"	"2"	"#381661"
"381663"	"#381659"	"Story"	"<Feature 381659> Engineering IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"3"	"#381667"
"381662"	"#381659"	"Story"	"<Feature 381659> IA Posture Assessment"	"Unassigned"	"New"	"8"	"#381661"
"381661"	"#381659"	"Story"	"Feature Demo – Customer Demo Event - <Feature 381659>"	"Unassigned"	"New"	"1"	"#381668"
"381660"	"#381659"	"Story"	"<Feature 381659>: IA - Define Patch/ Stig Requirements"	"Unassigned"	"New"	"2"	"#381665"
"381659"	"#1001648"	"Feature"	"Implement Group Provisioning .DAT Failure Changes"	"Future"	"Draft"	""	""
"381642"	"#381627"	"Story"	"Create the Site Functional Test Case"	"Unassigned"	"New"	"2"	"#381629"
"381640"	"#381627"	"Story"	"<Feature 381627> UX IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"3"	""
"381639"	"#381627"	"Story"	"<Feature 381627> ILS IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"1"	""
"381638"	"#381627"	"Story"	"<Feature 381627> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 3 of N"	"Unassigned"	"New"	"5"	"#381629"
"381637"	"#381627"	"Story"	"<Feature 381627> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Unassigned"	"New"	"5"	"#381629"
"381636"	"#381627"	"Story"	"<Feature 381627>: Initiate CM PDO Processing for all CI's"	"Unassigned"	"New"	"1"	""
"381635"	"#381627"	"Story"	"<Feature 381627>:ILS IETM update (Template)"	"Unassigned"	"New"	"3"	"#381629"
"381634"	"#381627"	"Story"	"<Feature 381627> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Unassigned"	"New"	"2"	"#381629"
"381633"	"#381627"	"Story"	"<Feature 381627>: IA Patching and STIGs Part 1 of N"	"Unassigned"	"New"	"5"	"#381630"
"381632"	"#381627"	"Story"	"<Feature 381627>: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Unassigned"	"New"	"2"	"#381629"
"381631"	"#381627"	"Story"	"<Feature 381627> Engineering IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"3"	"#381635"
"381630"	"#381627"	"Story"	"<Feature 381627> IA Posture Assessment"	"Unassigned"	"New"	"8"	"#381629"
"381629"	"#381627"	"Story"	"Feature Demo – Customer Demo Event - <Feature 381627>"	"Unassigned"	"New"	"1"	"#381636"
"381628"	"#381627"	"Story"	"<Feature 381627>: IA - Define Patch/ Stig Requirements"	"Unassigned"	"New"	"2"	"#381633"
"381627"	"#382931"	"Feature"	"Implement Central GNH Module Registration Failure Changes"	"Future"	"Draft"	""	""
"381617"	"#1004171"	"Story"	"Feature 1004171: Initiate CM PDO Processing for all CI's"	"EA 15.4"	"New"	"1"	""
"381608"	"#381600"	"Feature"	"Implement Module Group Provisioning Changes (Traces only)"	"EA 14.1"	"Done"	""	""
"381606"	"#1001648"	"Feature"	"Investigate Group Provisioning .DAT Failure"	"Future"	"Draft"	""	"#381659"
"381603"	"#382931"	"Feature"	"Investigate Central GNH Module Registration Failure"	"Future"	"Analyzing"	""	"#381627"
"381547"	"#381524"	"Problem"	"Provisioning Bridge database contention can bring down terminal provisioning (INC000004253880)"	"EA 15.3"	"Approved"	""	"#1008736"
"381539"	"#381524"	"Story"	"Create the Site Functional Test Case"	"EA 15.3"	"New"	"2"	"#381526"
"381538"	"#381524"	"Story"	"Hold Feature Review with SMEs"	"EA 15.3"	"New"	"1"	""
"381537"	"#381524"	"Story"	"Feature 381524: Prov Bridge Contention Fault Recovery Style Guide Compliance and Dry Runs"	"EA 15.2"	"Implementing"	"2"	"#381536"
"381536"	"#381524"	"Story"	"Feature 381524: IETM Fault Recovery Development and Integration for Reduction of Provisioning Bridge Database Contention"	"EA 15.3"	"New"	"2"	""
"381534"	"#381524"	"Story"	"Feature 381524: Prepare Demo, validate PCRs and PWIs."	"EA 15.3"	"New"	"2"	"#381526"
"381533"	"#381524"	"Story"	"Feature 381524: Initiate CM PDO Processing for all CI's"	"EA 15.4"	"New"	"1"	""
"381531"	"#381524"	"Story"	"Feature 381524: Create and Review STCD (Part 1)"	"EA 15.2"	"Implementing"	"2"	"#381526"
"381529"	"#381524"	"Story"	"Feature 381524: Deployment Notes and Operator Impact Inputs Part 1 of N"	"EA 15.2"	"Done"	"1"	"#381526"
"381526"	"#381524"	"Story"	"Feature Demo – Customer Demo Event - <Feature 381524>"	"EA 15.4"	"New"	"1"	"#381533"
"381525"	"#381524"	"Story"	"Feature 381524: IA Posture Assessment and Cyber support"	"EA 15.3"	"New"	"2"	"#381530"
"381524"	"#395610"	"Feature"	"Reduce Provisioning Bridge Database Contention"	"EA 15.4"	"Implementing"	""	""
"381405"	""	"Problem"	"RNC cell selection randomization threshold should be configurable"	"Future"	"Assessing"	""	""
"381307"	""	"Problem"	"PPA allowed creation of multiple copies of a frequency profile"	"Future"	"Assessing"	""	""
"381247"	"#377408"	"Problem"	"Feature 377408: PKI Expiration Spreadsheet in IETM is out of date"	"EA 14.2"	"Closed"	""	""
"381246"	""	"Problem"	"Account Maintenance Plan missing updates for some VirusScan Console passwords"	"Future"	"Assessing"	""	""
"381149"	"#341999"	"Story"	"Feature 341999: Finalize, Print, and Ship Materials- Connected AWARE Training for SC"	"PI 16"	"New"	"1"	""
"381068"	"#381053"	"Story"	"Create the Site Functional Test Case"	"PI 17"	"New"	"2"	"#381055"
"381066"	"#381053"	"Story"	"<Feature 381053> UX IETM Development and Integration updates part 1 of N"	"PI 17"	"New"	"3"	""
"381065"	"#381053"	"Story"	"Feature 381053: IETM Development and Integration Updates for Updating SPLUNK to Version TBD"	"PI 17"	"New"	"1"	""
"381062"	"#381053"	"Story"	"<Feature 381053>: Initiate CM PDO Processing for all CI's"	"PI 17"	"New"	"1"	""
"381060"	"#381053"	"Story"	"<Feature 381053> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"PI 17"	"New"	"2"	"#381055"
"381059"	"#381053"	"Story"	"<Feature 381053>: IA Patching and STIGs Part 1 of N"	"PI 17"	"New"	"5"	"#381056"
"381058"	"#381053"	"Story"	"<Feature 381053>: Deployment Notes and Operator Impact Inputs Part 1 of N"	"PI 17"	"New"	"2"	"#381055"
"381057"	"#381053"	"Story"	"<Feature 381053> Engineering IETM Development and Integration updates part 1 of N"	"PI 17"	"New"	"3"	"#381061"
"381056"	"#381053"	"Story"	"<Feature 381053> IA Posture Assessment"	"PI 17"	"New"	"8"	"#381055"
"381055"	"#381053"	"Story"	"Feature Demo – Customer Demo Event - <Feature 381053>"	"PI 17"	"New"	"1"	"#381062"
"381054"	"#381053"	"Story"	"<Feature 381053>: IA - Define Patch/ Stig Requirements"	"PI 17"	"New"	"2"	"#381059"
"381053"	"#381043"	"Feature"	"Update Splunk to Version TBD"	"PI 17"	"Draft"	""	""
"380993"	"#383337"	"Problem"	"PKI document needs additional verification steps for TPM updates"	"Future"	"Approved"	""	""
"380929"	"#380916"	"Story"	"Feature 380916: UX IETM Development and Integration updates part 1 of N"	"Future"	"New"	"3"	""
"380928"	"#380916"	"Story"	"Feature 380916: ILS IETM Development and Integration updates part 1 of N"	"Future"	"New"	"1"	""
"380926"	"#380916"	"Story"	"Feature 380916: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of 2"	"Future"	"New"	"5"	"#380918"
"380925"	"#380916"	"Story"	"Feature 380916: Initiate CM PDO Processing for all CI's"	"Future"	"New"	"1"	""
"380924"	"#380916"	"Story"	"Feature 380916: ILS IETM update"	"Future"	"New"	"3"	"#380918"
"380923"	"#380916"	"Story"	"Feature 380916: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of 2"	"Future"	"New"	"2"	"#380918"
"380921"	"#380916"	"Story"	"Feature 380916: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Future"	"New"	"2"	"#380918"
"380918"	"#380916"	"Story"	"Feature Demo – Customer Demo Event - Feature 380916"	"Future"	"New"	"1"	"#380925"
"380916"	"#216364"	"Feature"	"Update MM12WH account maintenance procedure to clean-up/empty ""/var/opt/mediation/online/counters"" directory"	"Future"	"Draft"	""	""
"380821"	"#380808"	"Story"	"Feature 380808: IETM Development and Integration Updates for Nutanix Deployment (Part 1 of 8)"	"EA 15.1"	"Done"	"3"	""
"380820"	"#380808"	"Story"	"Feature 380808: Engineering IETM Development and Integration (2)"	"PI 16"	"New"	"13"	"#380821"
"380818"	"#380808"	"Story"	"Feature 380808: IETM Test and Integration (2)"	"PI 16"	"New"	"13"	"#380810"
"380817"	"#380808"	"Story"	"Feature 380808: Initiate CM PDO Processing for all CI's"	"PI 16"	"New"	"1"	""
"380813"	"#380808"	"Story"	"Feature 380808: Deployment Notes and Operator Impact Inputs- Early Look"	"EA 15.2"	"Implementing"	"5"	"#380810"
"380810"	"#380808"	"Story"	"Feature 380808: Hold Feature Demo"	"PI 16"	"New"	"1"	"#380817"
"380808"	"#383110"	"Feature"	"OBS - Complete Nutanix Release, IA refresh, and IETMs for Nutanix DX360 Solution "	"PI 16 - In Progress"	"Implementing"	""	""
"380776"	""	"Problem"	"Profile gets stuck in SYNC IN PROGRESS state (REGN - OTAFT)"	"Unassigned"	"Assessing"	""	""
"380632"	""	"Problem"	"MUOSAT-SP: Separate out GUI elements from core functionality"	"Future"	"Assessing"	""	""
"380613"	"#380598"	"Story"	"Feature 380598: Create the Site Functional Test Case"	"Unassigned"	"New"	"2"	"#380600"
"380611"	"#380598"	"Story"	"Feature 380598: UX IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"3"	""
"380610"	"#380598"	"Story"	"Feature 380598: ILS IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"1"	""
"380609"	"#380598"	"Story"	"Feature 380598: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 3 of N"	"Unassigned"	"New"	"5"	"#380600"
"380608"	"#380598"	"Story"	"Feature 380598: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Unassigned"	"New"	"5"	"#380600"
"380607"	"#380598"	"Story"	"Feature 380598: Initiate CM PDO Processing for all CI's"	"Unassigned"	"New"	"1"	""
"380606"	"#380598"	"Story"	"Feature 380598: ILS IETM update (Template)"	"Unassigned"	"New"	"3"	"#380600"
"380605"	"#380598"	"Story"	"Feature 380598: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Unassigned"	"New"	"2"	"#380600"
"380604"	"#380598"	"Story"	"Feature 380598: IA Patching and STIGs Part 1 of N"	"Unassigned"	"New"	"5"	"#380601"
"380603"	"#380598"	"Story"	"Feature 380598: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Future"	"New"	"2"	"#380600"
"380602"	"#380598"	"Story"	"Feature 380598: Engineering IETM Development and Integration updates part 1 of N"	"Future"	"New"	"3"	"#380606"
"380601"	"#380598"	"Story"	"Feature 380598: IA Posture Assessment"	"Unassigned"	"New"	"8"	"#380600"
"380600"	"#380598"	"Story"	"Feature Demo – Customer Demo Event - Feature 380598"	"Future"	"New"	"1"	"#380607"
"380599"	"#380598"	"Story"	"Feature 380598: IA - Define Patch/ Stig Requirements"	"Future"	"New"	"2"	"#380604"
"380598"	"#216364"	"Feature"	"TFDU GTF module status data should be checked prior to assuming/initiating repair or replace action - IETM update"	"Future"	"Draft"	""	""
"380232"	""	"Problem"	"ETISP_GetState workflow is not visible via the ETISP Demod product."	"Future"	"Assessing"	""	""
"380123"	"#365245"	"Story"	"Investigate User Needs/Stories for SAR/Terminal Profile Screen Enhancements and Deletion of Notification Msgs (Enabler): UX support"	"PI 22"	"New"	"1"	""
"379976"	""	"Problem"	"RNC sends a rrcConnectionRelease when the radio send an RLC Reset message"	"Unassigned"	"Assessing"	""	""
"379845"	"#1015827"	"Story"	"Feature 1015827: eRxIM changes for M503- IETM Updates Missing Alarm Recovery Procedures"	"PI 16"	"New"	"2"	"#392064"
"379766"	"#379761"	"Story"	"FM Whitelist updates for PI14 (1st release): Out-of-cycle/MPC Inputs"	"EA 14.4"	"Done"	"1"	"#379763"
"379765"	"#379761"	"Story"	"FM Whitelist updates for PI14 (1st release): Engineering Whitelist updates (Implement, Test, Review)"	"EA 14.4"	"Done"	"5"	"#379769"
"379764"	"#379761"	"Story"	"FM Whitelist updates for PI 14 (1st release): Identify Whitelist content (Systems)"	"EA 14.1"	"Done"	"2"	"#379763"
"379762"	"#379761"	"Story"	"FM Whitelist updates for PI14 (1st release): Review EAD 16 features and identify any alarms that need to be added to the whitelist"	"EA 14.2"	"Done"	"1"	"#379767"
"379761"	"#216351"	"Feature"	"FM Whitelist updates for PI 14: Update whitelist and filter logic"	"EA 14.4"	"Done"	""	""
"379657"	"#384168"	"Problem"	"The backup admin account in the ETISP image is locked"	"Future"	"Approved"	""	""
"379231"	""	"Problem"	"NTP Server SVD Error and Updates"	"Unassigned"	"Assessing"	""	""
"379221"	"#262134"	"Feature"	"Labs – TXO Ericsson – Test Ericsson parts from second part of 2030 completion order - Part A"	"EA 14.5"	"Done"	""	""
"379175"	"#262146"	"Feature"	"Falcons PTO Tracker"	"Future"	"Approved"	""	""
"379122"	""	"Problem"	"IETM RNC SPM General Problem Alarm Recovery Procedure should replace SPB board if restarts don't work"	"Unassigned"	"Assessing"	""	""
"379049"	""	"Problem"	"MUOSAT-SP: SoftPhone requires manual intervention to close on an irrecoverable error"	"Future"	"Assessing"	""	""
"379014"	"#379001"	"Story"	"Re-write and Test Problem xxx Story"	"Unassigned"	"New"	"2"	""
"379011"	""	"Problem"	"ILS_Laptop_GEN2:  PGP Encryption Desktop stops working"	"Future"	"Assessing"	""	""
"378964"	"#262146"	"Feature"	"Octopi PTO Holder"	"Future"	"Approved"	""	""
"378876"	""	"Problem"	"Transition RAN daily health check commands into the IETM RNC health check"	"Future"	"Assessing"	""	""
"378724"	""	"Problem"	"GOVT: Intra-Carrier Mobility Broken"	"Future"	"Assessing"	""	""
"378698"	""	"Problem"	"GOVT: Failure to SIP Reregister when Ground responds with INTERVAL TOO BRIEF"	"Future"	"Assessing"	""	""
"378289"	""	"Problem"	"Jitter Causing Bad SA Reporting"	"Unassigned"	"Assessing"	""	""
"378130"	"#332951"	"Problem"	"IETM RNC Health Check procedure needs updates for missing checks"	"EA 15.4"	"Approved"	""	""
"378031"	"#242137"	"Feature"	"Investigate Reduction in Non-Standard AWARE Test Scenario Execution Time"	"Future"	"Analyzing"	""	""
"378009"	"#378000"	"Story"	"Feature 378000: Initiate CM PDO Processing for all CI's"	"EA 14.1"	"Done"	"1"	""
"378002"	"#378000"	"Story"	"Feature Demo – Customer Demo Event - Feature 378000"	"EA 14.1"	"Done"	"1"	"#378009"
"378000"	"#347074"	"Feature"	"TD 19-10: Finalize AWARE for SC and Update from WH Lessons Learned"	"EA 14.1"	"Done"	""	""
"377766"	""	"Problem"	"Firewall whiassfw1 captured blocked smb  traffic from otap 101 /102 to inf101-wh-rfa"	"Future"	"Assessing"	""	""
"377765"	""	"Problem"	"Firewall whiassfw1 captured blocked smb and rpc traffic from workstation 104 to router and unknown address"	"Future"	"Assessing"	""	""
"377718"	"#243502"	"Story"	"CM Release Work for EAD 15 Documents"	"EA 15.2"	"Done"	"1"	""
"377659"	""	"Problem"	"UE performance will be degraded after RNC reboot or satellite relocation until next sateliite zero crossing"	"Future"	"Approved"	""	""
"377452"	"#377437"	"Story"	"Feature 377437: Create the Site Functional Test Case"	"EA 15.1"	"Done"	"2"	"#377439"
"377449"	"#377437"	"Story"	"Feature 377437: IETM Development and Integration Updates for Gen 2 ETT Laptops"	"EA 15.2"	"Implementing"	"1"	""
"377442"	"#377437"	"Story"	"<Feature 377437>: Deployment Notes and Operator Impact Inputs"	"EA 15.2"	"Implementing"	"2"	"#377439"
"377441"	"#377437"	"Story"	"<Feature 377437> Close out the ETT SVD Review"	"EA 15.3"	"New"	"1"	"#1020009"
"377438"	"#377437"	"Story"	"<Feature 377437>: IA posture assessment for RF Alignment Tool on ETT Laptop"	"EA 15.1"	"Done"	"3"	"#377443
#1004666"
"377437"	"#251622"	"Feature"	"Gen 2 ETT Laptop Obsolescence for Windows 10 and IA compliance"	"EA 15.3"	"Implementing"	""	""
"377415"	"#377408"	"Story"	"Feature Demo – Customer Demo Event - Feature 377408"	"EA 14.4"	"Done"	"1"	""
"377413"	"#377408"	"Story"	"Feature 377408: IETM Admin Updates part 1 of 3 (EA 14.1)"	"EA 14.1"	"Done"	"3"	""
"377412"	"#377408"	"Story"	"Feature 377408: IETM Admin Updates part 2 of 3 (EA 14.2)"	"EA 14.2"	"Done"	"3"	""
"377411"	"#377408"	"Story"	"Feature 377408: IETM Admin Updates part 3 of 3 (EA 14.3)"	"EA 14.3"	"Done"	"3"	""
"377408"	"#262146"	"Feature"	"Coordinate and Complete Non-Feature IETM Content for EAD 16 (Recurring)"	"EA 14.4"	"Done"	""	""
"377405"	"#245573"	"Feature"	"TOFF RT Logic PWI placeholder"	"PI 17"	"Draft"	""	""
"377379"	""	"Problem"	"Mobility fails when group is in monitor mode"	"Future"	"Assessing"	""	""
"377306"	""	"Problem"	"Improve mobility success by ignoring ""OOS triggers"" on the losing cell."	"Future"	"Assessing"	""	""
"377264"	""	"Problem"	"RNC does not read RLC RESET ACK message correctly."	"Future"	"Assessing"	""	""
"377205"	""	"Problem"	"Services do not function correctly due to incorrect time after server reboot"	"Unassigned"	"Assessing"	""	""
"377138"	""	"Problem"	"IETM: Backup HAIPE - Normal Operation Procedure into IETM"	"Unassigned"	"Assessing"	""	""
"376796"	""	"Problem"	"IRIGB out of Tolerance Alarms occur on multiple VLAB RBS's for unknown reasons"	"Future"	"Assessing"	""	""
"376511"	""	"Problem"	"SCS: OAS COLA Query Conversion Errors"	"Unassigned"	"Assessing"	""	""
"376480"	"#342163"	"Story"	"Feature 342163: Support UX IETM Updates"	"EA 15.1"	"Done"	"2"	""
"376472"	"#318430"	"Story"	"Feature 318430 ETT Laptop - Feature Demo – Customer Demo Event"	"EA 14.1"	"Done"	"3"	""
"376457"	"#373090"	"Story"	"Placeholder to re-assess how to use Splunk to analyze data for TOFF (SA) - 14.2"	"EA 14.2"	"Done"	"1"	""
"376446"	"#243410"	"Feature"	"Update Call Bank Servers to Use Connected AWARE Architecture to support IATT"	"EA 15.4"	"Implementing"	""	""
"376443"	""	"Problem"	"Region Management Normal Operation Procedure format does not follow style guide"	"Future"	"Assessing"	""	""
"376334"	"#382895"	"Story"	"Feature 382895: ADI/EMI/PRISM Support - Test Planning Prep for WH Activity"	"EA 14.4"	"Done"	"1"	""
"376333"	"#382895"	"Story"	"Feature 382895: ADI/EMI/PRISM Support - Test Planning Prep for WH Activity"	"EA 14.3"	"Done"	"1"	""
"376204"	"#1002583"	"Story"	"CDM Process Change:  Start prototype of revised CDM Release Process"	"EA 15.2"	"New"	"5"	""
"375936"	"#243505"	"Feature"	"Investigate DevOps Capabilities for Tools Team"	"Future"	"Draft"	""	""
"375919"	"#380598"	"Problem"	"TFDU GTF logs needed prior to repair/replace. Requested by vendor for troubleshooting.  IETM update."	"Future"	"Approved"	""	""
"375872"	"#371602"	"Story"	"Feature 371602: Define possible framework/technical approaches"	"Unassigned"	"New"	"5"	""
