"Id"	"Parent"	"Type"	"Summary"	"Planned For"	"Status"	"Story Points (numeric)"	"Blocks"
"338900"	""	"Story"	"LOE - TT Support - EA 10.1 "	"Unassigned"	"Invalid"	"0"	""
"338897"	""	"Story"	"LOE TT Support - EA 10.4"	"Unassigned"	"Invalid"	"0"	""
"338894"	""	"Story"	"Daily Ground Health Check Issues Analysis and Reporting (Incident, PWI or Trouble Ticket) - EA 10.4 "	"Unassigned"	"Invalid"	"0"	""
"338893"	""	"Story"	"Daily Ground Health Check Issues Analysis and Reporting (Incident, PWI or Trouble Ticket) - EA 10.3 "	"Unassigned"	"Invalid"	"0"	""
"338892"	""	"Story"	"Daily Ground Health Check Issues Analysis and Reporting (Incident, PWI or Trouble Ticket) - EA 10.2"	"Unassigned"	"Invalid"	"0"	""
"338891"	""	"Story"	"Daily Ground Health Check Issues Analysis and Reporting (Incident, PWI or Trouble Ticket) - EA 10.1 "	"Unassigned"	"Invalid"	"0"	""
"338890"	""	"Story"	"Daily Call Bank Health Check Issues Analysis and Reporting (Incident, PWI or Trouble Ticket) - EA 10.6 "	"Unassigned"	"Invalid"	"0"	""
"338889"	""	"Story"	"Daily Call Bank Health Check Issues Analysis and Reporting (Incident, PWI or Trouble Ticket) - EA 10.5 "	"Unassigned"	"Invalid"	"0"	""
"338888"	""	"Story"	"Daily Call Bank Health Check Issues Analysis and Reporting (Incident, PWI or Trouble Ticket) - EA 10.4 "	"Unassigned"	"Invalid"	"0"	""
"338887"	""	"Story"	"Daily Call Bank Health Check Issues Analysis and Reporting (Incident, PWI or Trouble Ticket) - EA 10.3 "	"Unassigned"	"Invalid"	"0"	""
"338886"	""	"Story"	"Daily Call Bank Health Check Issues Analysis and Reporting (Incident, PWI or Trouble Ticket) - EA 10.2 "	"Unassigned"	"Invalid"	"0"	""
"338885"	""	"Story"	"Daily Call Bank Health Check Issues Analysis and Reporting (Incident, PWI or Trouble Ticket) - EA 10.1 "	"Unassigned"	"Invalid"	"0"	""
"338868"	""	"Story"	"Weekly TOFF Data Consolidation - EA 10.3"	"Unassigned"	"Invalid"	"0"	""
"338867"	""	"Story"	"Weekly TOFF Data Consolidation - EA 10.2"	"Unassigned"	"Invalid"	"0"	""
"338866"	""	"Story"	"Weekly TOFF Data Consolidation - EA 10.1"	"Unassigned"	"Invalid"	"0"	""
"338865"	""	"Story"	"Recommend Metrics Collection for Revised Metric Plan - EA 10.6"	"Unassigned"	"Invalid"	"0"	""
"338864"	""	"Story"	"Recommend Metrics Collection for Revised Metric Plan - EA 10.5"	"Unassigned"	"Invalid"	"0"	""
"338863"	""	"Story"	"Recommend Metrics Collection for Revised Metric Plan - EA 10.3"	"Unassigned"	"Invalid"	"0"	""
"338850"	""	"Story"	"Daily Ground Health Check and Incident Capture for TOFF Metrics - EA 10.3"	"Unassigned"	"Invalid"	"0"	""
"338849"	""	"Story"	"Daily Ground Health Check and Incident Capture for TOFF Metrics - EA 10.2"	"Unassigned"	"Invalid"	"0"	""
"338848"	""	"Story"	"Daily Ground Health Check and Incident Capture for TOFF Metrics - EA 10.1"	"Unassigned"	"Invalid"	"0"	""
"338841"	""	"Story"	"Daily Ground Health Check and Incident Capture for TOFF Metrics - EA 10.4"	"Unassigned"	"Invalid"	"0"	""
"338840"	""	"Story"	"EA 10.5 Capture Daily Ground Health Check Incidents for TOFF Metrics"	"Unassigned"	"Invalid"	"0"	""
"338839"	""	"Story"	"EA 10.2 Capture Daily Ground Health Check Incidents for TOFF Metrics"	"Unassigned"	"Invalid"	"0"	""
"338838"	""	"Story"	"Weekly TOFF Data Consolidation - EA 10.4"	"Unassigned"	"Invalid"	"0"	""
"338436"	""	"Story"	"Swap out radios in Taunton"	"Unassigned"	"Invalid"	"0"	""
"338327"	""	"Story"	"Coordinate Site Validation Plan/Procedures with Deployment Team and Stakeholders"	"Unassigned"	"Invalid"	"0"	""
"338325"	"#324591"	"Story"	"Feature 324591: Remediate IA Findings for F5 BigIP DMZ - Feature Demo Prep"	"Unassigned"	"Invalid"	"0"	""
"338324"	"#324591"	"Story"	"Feature 324591: Remediate IA Findings for F5 BigIP DMZ - Coordinate Site Validation Plan/Procedures with Deployment Team and Stakeholders"	"Unassigned"	"Invalid"	"0"	""
"338317"	"#338135"	"Story"	"EAD 11 TACLANE Deployment - WH"	"Unassigned"	"Invalid"	"0"	""
"338309"	"#338303"	"Story"	"Configuration management Architecture baseline and Tools evaluation (SA Component)"	"Unassigned"	"Invalid"	"0"	""
"338307"	"#338303"	"Story"	"Configuration management Architecture baseline and Tools evaluation (SE Component)"	"Unassigned"	"Invalid"	"0"	""
"338139"	""	"Story"	"MAGIC SME Support"	"Unassigned"	"Invalid"	"0"	""
"338108"	""	"Story"	"Coordinate Site Validation Plan/Procedures with Deployment Team and Stakeholders"	"Unassigned"	"Invalid"	"0"	""
"337710"	"#328348"	"Story"	"Site Validation Plan/Procedures with Deployment Team and Stakeholders"	"Unassigned"	"Invalid"	"0"	""
"337660"	"#337646"	"Task"	"Hold Feature Review with SMEs"	"Unassigned"	"Invalid"	""	""
"337659"	""	"Story"	"Feature 337646: UX IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	""
"337658"	""	"Story"	"Feature 337646: ILS IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	""
"337652"	"#337646"	"Story"	"Feature 337646: IA Patching and STIGs Part 1 of N"	"Unassigned"	"Invalid"	"0"	"#337649"
"337650"	""	"Story"	"Feature 337646: Engineering IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	"#337654"
"337647"	"#337646"	"Story"	"Feature 337646: IA - Define Patch/ Stig Requirements"	"Unassigned"	"Invalid"	"0"	"#337652"
"337645"	""	"Feature"	"Reserve time for bug fixes from MOT&E specific to SA"	"Unassigned"	"Rejected"	""	""
"337573"	"#294836"	"Story"	"KG175A Replacement: Router SVD review and build"	"Unassigned"	"Invalid"	"0"	""
"337050"	"#327942"	"Story"	"MAGIC Trouble Ticket Support (EA 9.2)"	"Unassigned"	"Invalid"	"0"	""
"336988"	"#245570"	"Problem"	"RNC - RNH sends cellAvailableInd to GNH when op_state is disabled"	"Unassigned"	"Assessing"	""	""
"336799"	"#393391"	"Problem"	"CSCF and HSS files on root partition fill up"	"PI 16"	"Approved"	""	""
"336784"	""	"Problem"	"Update Splunk dashboard help to explain that some WCDMA failure patterns may imply AWARE failures & not system failures"	"Unassigned"	"Assessing"	""	""
"336717"	"#336703"	"Task"	"Hold Feature Review with SMEs"	"Unassigned"	"Invalid"	""	""
"336716"	"#336703"	"Story"	"UX Support Availability and Capability Maps: Dashboard Review"	"Unassigned"	"Invalid"	"0"	""
"336715"	"#336703"	"Story"	"Feature 336703: ILS IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	""
"336714"	"#336703"	"Story"	"Feature 336703: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 3 of N"	"Unassigned"	"Invalid"	"0"	"#336705"
"336713"	"#336703"	"Story"	"Feature 336703: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Unassigned"	"Invalid"	"0"	"#336705"
"336712"	"#336703"	"Story"	"Feature 336703: Initiate CM PDO Processing for all CI's"	"Unassigned"	"Invalid"	"0"	""
"336711"	"#336703"	"Story"	"Feature 336703: ILS IETM update (Template)"	"Unassigned"	"Invalid"	"0"	"#336705"
"336710"	"#336703"	"Story"	"Feature 336703: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Unassigned"	"Invalid"	"0"	"#336705"
"336709"	"#336703"	"Story"	"Feature 336703: IA Patching and STIGs Part 1 of N"	"Unassigned"	"Invalid"	"0"	"#336706"
"336708"	"#336703"	"Story"	"Feature 336703: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Unassigned"	"Invalid"	"0"	"#336705"
"336707"	"#336703"	"Story"	"Feature 336703: Engineering IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	"#336711"
"336706"	"#336703"	"Story"	"Feature 336703: IA Posture Assessment"	"Unassigned"	"Invalid"	"0"	"#336705"
"336705"	"#336703"	"Story"	"Feature Demo – Customer Demo Event - Feature 336703"	"Unassigned"	"Invalid"	"0"	"#336712"
"336704"	"#336703"	"Story"	"Feature 336703: IA - Define Patch/ Stig Requirements"	"Unassigned"	"Invalid"	"0"	"#336709"
"336703"	"#267568"	"Feature"	"Splunk Ground Availability and Capability Maps for Warfighter"	"Unassigned"	"Rejected"	""	""
"336576"	""	"Task"	"Story 326024: CM Release of MUOS_IG_GS_Network_Router_SVD_98-P55509M (EAD 11)"	"Unassigned"	"Invalid"	""	""
"336310"	"#299984"	"Problem"	"Missed Detection of Faults/Delayed Recoveries due to Failed Translate Map in OSS-RC for CSCF/HSS"	"PI 16"	"Approved"	""	""
"336239"	"#1004171"	"Problem"	"GNH router forwarding table corruption"	"EA 15.4"	"Verifying"	""	""
"336200"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - OS Configuration"	"Unassigned"	"New"	"5"	""
"336199"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - OS Configuration"	"Unassigned"	"New"	"1"	""
"336197"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Access Control"	"Unassigned"	"New"	"1"	""
"336194"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - SQL"	"Unassigned"	"New"	"1"	""
"336190"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Audit and Syslog"	"Unassigned"	"New"	"1"	""
"336189"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Remove Unneeded Services"	"Unassigned"	"New"	"1"	""
"336186"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - SSL Configuration"	"Unassigned"	"New"	"1"	""
"336184"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Web Server Configuration"	"Unassigned"	"New"	"5"	""
"336177"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - File and Host Intrusion Protection"	"Unassigned"	"New"	"5"	""
"336176"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - File and Host Intrusion Protection"	"Unassigned"	"New"	"1"	""
"336171"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Fault Management Application Replacement"	"Unassigned"	"New"	"1"	""
"336170"	"#336156"	"Task"	"Hold Feature Review with SMEs"	"Unassigned"	"Invalid"	""	""
"336169"	"#336156"	"Story"	"test of RTC Template: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 3 of N"	"Unassigned"	"Invalid"	"0"	"#336158"
"336168"	"#336156"	"Story"	"test of RTC Template: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Unassigned"	"Invalid"	"0"	"#336158"
"336167"	"#336156"	"Story"	"test of RTC Template: Initiate CM PDO Processing for all CI's"	"Unassigned"	"Invalid"	"0"	""
"336166"	"#336156"	"Story"	"test of RTC Template: UX IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	""
"336165"	"#336156"	"Story"	"test of RTC Template: ILS IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	""
"336164"	"#336156"	"Story"	"test of RTC Template: ILS IETM update"	"Unassigned"	"Invalid"	"0"	"#336158"
"336163"	"#336156"	"Story"	"test of RTC Template: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Unassigned"	"Invalid"	"0"	"#336158"
"336162"	"#336156"	"Story"	"test of RTC Template: IA Patching and STIGs Part 1 of N"	"Unassigned"	"Invalid"	"0"	"#336159"
"336161"	"#336156"	"Story"	"test of RTC Template: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Unassigned"	"Invalid"	"0"	"#336158"
"336160"	"#336156"	"Story"	"test of RTC Template: Engineering IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	"#336164"
"336159"	"#336156"	"Story"	"test of RTC Template: IA Posture Assessment"	"Unassigned"	"Invalid"	"0"	"#336158"
"336158"	"#336156"	"Story"	"Feature Demo – Customer Demo Event "	"Unassigned"	"Invalid"	"0"	"#336167"
"336157"	"#336156"	"Story"	"test of RTC Template: IA - Define Patch/ Stig Requirements"	"Unassigned"	"Invalid"	"0"	"#336162"
"336156"	""	"Feature"	"test of RTC  template"	"Unassigned"	"Rejected"	""	""
"336155"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Fault Management Application Replacement"	"Unassigned"	"New"	"5"	""
"336148"	"#336108"	"Story"	"Feature 336108: Windows 2003 NMF FCAPS Servers in FOUO and Secret Enclaves - Routing Protocols"	"Unassigned"	"New"	"1"	""
"336140"	"#336127"	"Story"	"<Feature xxx> Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 3 of N"	"Unassigned"	"Invalid"	"0"	"#336129"
"336139"	"#336127"	"Story"	"Feature 336127: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 for Adding Java to Windows 10 for Laptops and Workstations"	"Unassigned"	"Invalid"	"0"	"#336129"
"336137"	"#336127"	"Story"	"Feature 336127: UX IETM Development and Integration updates for Adding Java to Windows 10 Laptops and Workstations"	"Unassigned"	"Invalid"	"0"	""
"336135"	"#336127"	"Story"	"Feature 336127: IETM update for Adding Java to Windows 10 Laptops and Workstations"	"Unassigned"	"Invalid"	"0"	"#336129"
"336131"	"#336127"	"Story"	"Feature 336127: Engineering IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	"#336135"
"336126"	""	"Problem"	"Firewall is denying multiple devices NetBIOS/host identitiy protocol 139 connection to inf101-wh-rfa and other destinations"	"Unassigned"	"Assessing"	""	""
"336122"	"#336108"	"Task"	"Feature 336108: Hold Feature Review with SMEs"	"Unassigned"	"New"	""	""
"336121"	"#336108"	"Story"	"Feature 336108:  Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 3 of N"	"Unassigned"	"New"	"5"	"#336110"
"336120"	"#336108"	"Story"	"Feature 336108: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Unassigned"	"New"	"5"	"#336110"
"336119"	"#336108"	"Story"	"Feature 336108:  Initiate CM PDO Processing for all CI's"	"Unassigned"	"New"	"1"	""
"336118"	"#336108"	"Story"	"Feature 336108:  UX IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	""
"336117"	"#336108"	"Story"	"Feature 336108:  ILS IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"1"	""
"336116"	"#336108"	"Story"	"Feature 336108: ILS IETM update"	"Unassigned"	"New"	"3"	"#336110"
"336115"	"#336108"	"Story"	"Feature 336108:  Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Unassigned"	"New"	"2"	"#336110"
"336114"	"#336108"	"Story"	"Feature 336108:  IA Patching and STIGs Part 1 of N"	"Unassigned"	"New"	"5"	"#336111"
"336113"	"#336108"	"Story"	"Feature 336108: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Unassigned"	"New"	"2"	"#336110"
"336112"	"#336108"	"Story"	"Feature 336108:  Engineering IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"3"	"#336116"
"336111"	"#336108"	"Story"	"Feature 336108: IA Posture Assessment"	"Unassigned"	"New"	"8"	"#336110"
"336110"	"#336108"	"Story"	"Feature 336108: Feature Demo – Customer Demo Event "	"Unassigned"	"New"	"1"	"#336119"
"336109"	"#336108"	"Story"	"Feature 336108: IA - Define Patch/ Stig Requirements"	"Unassigned"	"New"	"2"	"#336114"
"336074"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update Login Banners"	"Unassigned"	"New"	"1"	""
"336073"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update SNMP v3 (for default name, get bulk, etc.)"	"Unassigned"	"New"	"1"	""
"336072"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update Internet Transport and Routing Configurations"	"Unassigned"	"New"	"1"	""
"336071"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update Syslog and Audits (audit log rotations, audit password protection)"	"Unassigned"	"New"	"1"	""
"336070"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update OS Configuration (root account management, access control program, dynamic kernel functions)"	"Unassigned"	"New"	"1"	""
"336066"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - File Integrity and Host Protection (HBSS, system package management)"	"Unassigned"	"New"	"1"	""
"336063"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Access Control (password complexity, password expiry, crypto, UID, GID, etc.)"	"Unassigned"	"New"	"1"	""
"336062"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Apply NTP Updates ."	"Unassigned"	"New"	"1"	""
"336061"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update the Web Server Configuration (HTTP Trace/Track, Apache Server, etc.)."	"Unassigned"	"New"	"1"	""
"336057"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Configure Run Control Script (limit execution rights)"	"Unassigned"	"New"	"1"	""
"336053"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Remove unneeded services (rlogin, rsh, telnet, etc.)"	"Unassigned"	"New"	"1"	""
"336052"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Update OS Configuration attributes"	"Unassigned"	"New"	"1"	""
"336049"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Directory and File Access Controls"	"Unassigned"	"New"	"1"	""
"336048"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Remove Host Files (.rhosts, .shosts, .host.equiv, .forward, etc.)"	"Unassigned"	"New"	"1"	""
"336043"	"#335969"	"Story"	"Feature 335969: Solaris 9 DNS servers - Boot from Boot Device"	"Unassigned"	"New"	"1"	""
"335986"	""	"Problem"	"fcap101-wh-nma issue - whiassfw1 firewall reports that fcap101-wh-nma communication with  etnbe-au/nw/sc/wh over port 8081 is not allowed."	"Unassigned"	"Assessing"	""	""
"335983"	"#335969"	"Task"	"Feature 335969: Hold Feature Review with SMEs"	"Unassigned"	"New"	""	""
"335982"	"#335969"	"Story"	"Feature 335969: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 3 of N"	"Unassigned"	"New"	"5"	"#335971"
"335981"	"#335969"	"Story"	"Feature 335969: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Unassigned"	"New"	"5"	"#335971"
"335980"	"#335969"	"Story"	"Feature 335969: Initiate CM PDO Processing for all CI's"	"Unassigned"	"New"	"1"	""
"335979"	"#335969"	"Story"	"Feature 335969: UX IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	""
"335978"	"#335969"	"Story"	"Feature 335969: ILS IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"1"	""
"335977"	"#335969"	"Story"	"Feature 335969: ILS IETM update"	"Unassigned"	"New"	"3"	"#335971"
"335976"	"#335969"	"Story"	"Feature 335969: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Unassigned"	"New"	"2"	"#335971"
"335975"	"#335969"	"Story"	"Feature 335969: IA Patching and STIGs Part 1 of N"	"Unassigned"	"New"	"5"	"#335972"
"335974"	"#335969"	"Story"	"Feature 335969: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Unassigned"	"New"	"2"	"#335971"
"335973"	"#335969"	"Story"	"Feature 335969: Engineering IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"3"	"#335977"
"335972"	"#335969"	"Story"	"Feature 335969: IA Posture Assessment"	"Unassigned"	"New"	"8"	"#335971"
"335971"	"#335969"	"Story"	"Feature 335969: Feature Demo – Customer Demo Event "	"Unassigned"	"New"	"1"	"#335980"
"335970"	"#335969"	"Story"	"Feature 335969: IA - Define Patch/ Stig Requirements"	"Unassigned"	"New"	"2"	"#335975"
"335966"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Login Banners"	"Unassigned"	"New"	"1"	""
"335965"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Internet Transport and Routing configurations"	"Unassigned"	"New"	"1"	""
"335964"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Syslog and Audits (audit log rotations, audit password protection"	"Unassigned"	"New"	"1"	""
"335963"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - File Integrity and Host Protection (HBSS, system package management)"	"Unassigned"	"New"	"1"	""
"335961"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Access Control (password complexity, password expiry, crypto, UID, GID, etc.)"	"Unassigned"	"New"	"1"	""
"335960"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - OS Configuration (non-executable stacks, system access control, directory paths, etc.)"	"Unassigned"	"New"	"1"	""
"335959"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Directory Access Controls (public directories, /etc directories, ftp access, etc.)"	"Unassigned"	"New"	"1"	""
"335958"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - NTP Updates"	"Unassigned"	"New"	"1"	""
"335957"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - SSL Cert fixes."	"Unassigned"	"New"	"1"	""
"335955"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Update Webserver Configuration"	"Unassigned"	"New"	"1"	""
"335954"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Remove Track/Trace for HTTP"	"Unassigned"	"New"	"1"	""
"335952"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Fix Citrix published applications, etc."	"Unassigned"	"New"	"1"	""
"335949"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - LDAP server update (fix NULL searches)"	"Unassigned"	"New"	"1"	""
"335946"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Configure Run Control Script"	"Unassigned"	"New"	"1"	""
"335944"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Remove host files"	"Unassigned"	"New"	"1"	""
"335942"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Boot only from boot device configuration"	"Unassigned"	"New"	"1"	""
"335941"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - eDirectory eHost configuration changes"	"Unassigned"	"New"	"1"	""
"335934"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - SNMP v3 Updates"	"Unassigned"	"New"	"1"	""
"335932"	"#335885"	"Story"	"Feature 335885: Solaris 9 servers in NMF FOUO - Remove unneeded services."	"Unassigned"	"New"	"1"	""
"335899"	"#335885"	"Task"	"Feature 335885: Hold Feature Review with SMEs"	"Unassigned"	"New"	""	""
"335898"	"#335885"	"Story"	"Feature 335885: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 3 of N"	"Unassigned"	"New"	"5"	"#335887"
"335897"	"#335885"	"Story"	"Feature 335885: Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 2 of N"	"Unassigned"	"New"	"5"	"#335887"
"335896"	"#335885"	"Story"	"Feature 335885: Initiate CM PDO Processing for all CI's"	"Unassigned"	"New"	"1"	""
"335895"	"#335885"	"Story"	"Feature 335885: UX IETM Development and Integration updates part 1 of N"	"Unassigned"	"Invalid"	"0"	""
"335894"	"#335885"	"Story"	"Feature 335885: ILS IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"1"	""
"335893"	"#335885"	"Story"	"Feature 335885: ILS IETM update"	"Unassigned"	"New"	"3"	"#335887"
"335892"	"#335885"	"Story"	"Feature 335885:  Agile Team Test (Unit Test, Install, PCR Verification, STCD Dev & Test) Part 1 of N"	"Unassigned"	"New"	"2"	"#335887"
"335891"	"#335885"	"Story"	"Feature 335885: IA Patching and STIGs Part 1 of N"	"Unassigned"	"New"	"5"	"#335888"
"335890"	"#335885"	"Story"	"Feature 335885: Deployment Notes and Operator Impact Inputs Part 1 of N"	"Unassigned"	"New"	"2"	"#335887"
"335889"	"#335885"	"Story"	"Feature 335885: Engineering IETM Development and Integration updates part 1 of N"	"Unassigned"	"New"	"3"	"#335893"
"335888"	"#335885"	"Story"	"Feature 335885: IA Posture Assessment"	"Unassigned"	"New"	"8"	"#335887"
"335887"	"#335885"	"Story"	"Feature 335885: Feature Demo – Customer Demo Event "	"Unassigned"	"New"	"1"	"#335896"
"335886"	"#335885"	"Story"	"Feature 335885: IA - Define Patch/ Stig Requirements"	"Unassigned"	"New"	"2"	"#335891"
"335705"	""	"Task"	"Test"	"Unassigned"	"Invalid"	""	""
"335549"	"#333889"	"Task"	"Assess Problem 329643"	"Unassigned"	"Invalid"	""	""
"335067"	"#346561"	"Story"	"Part 2 - Triage lab/site data"	"Unassigned"	"Invalid"	"0"	""
"335066"	"#346561"	"Story"	"Part 1 - Triage lab/site data"	"Unassigned"	"Invalid"	"0"	""
"335009"	""	"Story"	"DSN & IP Teleport - Splunk review/rework (Ken)"	"Unassigned"	"Invalid"	"0"	""
"334997"	""	"Story"	"DSN & IP Teleport - PM collector config updates"	"Unassigned"	"Invalid"	"0"	""
"334996"	""	"Story"	"DSN & IP Teleport - Update GSS, P2P, and P2N help screens"	"Unassigned"	"Invalid"	"0"	""
"334995"	""	"Story"	"DSN & IP Teleport - Test retrieval for all OIDs (via SNMP GET / MIBBLE)"	"Unassigned"	"Invalid"	"0"	""
"334938"	""	"Story"	"Support CSE OTA IATT Package development - 9.1"	"Unassigned"	"Invalid"	"0"	""
"334851"	""	"Story"	"DSN & IP Teleport - Create site verification test plan"	"Unassigned"	"Invalid"	"0"	""
"334748"	"#297334"	"Story"	"Prototype Migrated P-Number Account in Domain-Consolidated Environment"	"Unassigned"	"Invalid"	"0"	""
"334747"	""	"Task"	"Pre-Planning for Tools Laptops - Continue NetMac investigation"	"Unassigned"	"Invalid"	""	""
"334746"	""	"Task"	"Pre-Planning for Tools Laptops - Continue NetMac investigation"	"Unassigned"	"Invalid"	""	""
"334678"	""	"Story"	"Initiate CM PDO Processing for MAS SVD (PWI 287761)"	"Unassigned"	"Invalid"	"0"	""
"334669"	""	"Story"	"SVD Update: MAS installation - PWI 287761 (EA 9.2)"	"Unassigned"	"Invalid"	"0"	""
"334561"	"#300843"	"Story"	"Perform compromised terminal an KMS testing"	"Unassigned"	"Invalid"	"0"	""
"334560"	"#300843"	"Story"	"Perform compromised terminal an KMS testing"	"Unassigned"	"Invalid"	"0"	""
"334559"	""	"Story"	"Perform compromised terminal an KMS testing"	"Unassigned"	"Invalid"	"0"	""
"334558"	""	"Story"	"Perform compromised terminal an KMS testing"	"Unassigned"	"Invalid"	"0"	""
"334556"	"#300843"	"Story"	"Perform compromised terminal an KMS testing"	"Unassigned"	"Invalid"	"0"	""
"334555"	"#300843"	"Story"	"Perform compromised terminal an KMS testing"	"Unassigned"	"Invalid"	"0"	""
